# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/pantoea.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/pantoea/counts_pantoea.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	P_1.sorted.bam	P_2.sorted.bam	P_3.sorted.bam	CK_P_1.sorted.bam	CK_P_2.sorted.bam	CK_P_3.sorted.bam
ACSMXK_12055.t01	CP195787	2546122	2549085	+	2964	5328	5462	4942	2729	2558	2732
ACSMXK_12060.t01	CP195787	2549082	2551457	+	2376	4101	4458	3773	1395	1467	1374
ACSMXK_12065.t01	CP195787	2551454	2551717	-	264	133	128	90	27	30	18
ACSMXK_12070.t01	CP195787	2551720	2552157	-	438	733	890	539	108	106	108
ACSMXK_12075.t01	CP195787	2552248	2552595	-	348	369	408	331	48	66	84
ACSMXK_12080.t01	CP195787	2552955	2554067	+	1113	106	171	124	68	47	61
ACSMXK_12085.t01	CP195787	2554080	2557235	+	3156	334	452	378	234	208	185
ACSMXK_12090.t01	CP195787	2557497	2557991	-	495	3676	4720	3659	1188	1360	1267
ACSMXK_12095.t01	CP195787	2558179	2559363	-	1185	592	779	666	122	139	112
ACSMXK_12100.t01	CP195787	2559410	2559622	-	213	62	79	66	11	14	14
ACSMXK_12105.t01	CP195787	2559869	2560546	+	678	397	516	421	104	151	110
ACSMXK_12110.t01	CP195787	2560524	2561294	+	771	337	463	311	102	137	135
ACSMXK_12115.t01	CP195787	2561621	2562238	+	618	490	608	349	92	134	155
ACSMXK_12120.t01	CP195787	2562596	2563498	+	903	1075	1347	1153	314	374	318
ACSMXK_12125.t01	CP195787	2563533	2564930	-	1398	2970	4194	3749	1537	1568	1563
ACSMXK_12130.t01	CP195787	2565122	2566297	+	1176	2355	3056	2399	1006	996	1001
ACSMXK_12135.t01	CP195787	2566419	2567918	+	1500	5191	6954	5876	1896	1938	2180
ACSMXK_12140.t01	CP195787	2568146	2569141	+	996	1356	1380	1173	511	534	641
ACSMXK_12145.t01	CP195787	2569190	2570230	-	1041	3731	5389	4229	1913	1980	2589
ACSMXK_12150.t01	CP195787	2570309	2571226	-	918	3285	3787	3540	2178	2446	2497
ACSMXK_12155.t01	CP195787	2571299	2572285	-	987	89	95	83	26	38	33
ACSMXK_12160.t01	CP195787	2572298	2573818	-	1521	476	789	553	207	183	174
ACSMXK_12165.t01	CP195787	2573937	2574920	-	984	716	941	757	307	305	350
ACSMXK_12170.t01	CP195787	2575286	2576971	+	1686	432	567	460	129	140	150
ACSMXK_12175.t01	CP195787	2576984	2578474	+	1491	630	835	679	277	312	383
ACSMXK_12180.t01	CP195787	2578735	2579730	-	996	628	875	597	124	134	123
ACSMXK_12185.t01	CP195787	2579971	2580408	-	438	507	626	503	173	177	213
ACSMXK_12190.t01	CP195787	2580471	2581298	-	828	789	840	648	182	197	215
ACSMXK_12195.t01	CP195787	2581372	2582256	-	885	249	297	266	87	90	76
ACSMXK_12200.t01	CP195787	2582371	2583273	+	903	458	475	476	94	103	77
ACSMXK_12205.t01	CP195787	2583776	2584759	+	984	25076	20868	17970	15664	16947	16059
ACSMXK_12210.t01	CP195787	2584786	2585814	+	1029	23742	20070	17723	12472	13814	14005
ACSMXK_12215.t01	CP195787	2586044	2586211	-	168	1998	2664	2639	2879	3020	2653
ACSMXK_12220.t01	CP195787	2586544	2586666	-	123	159	124	114	12	16	10
ACSMXK_12225.t01	CP195787	2587010	2587366	+	357	138	125	138	12	12	13
ACSMXK_12230.t01	CP195787	2587392	2587559	+	168	183	254	207	61	74	46
ACSMXK_12235.t01	CP195787	2587700	2588359	+	660	1072	1280	1130	274	259	361
ACSMXK_12240.t01	CP195787	2588767	2591097	-	2331	4997	6702	6086	1895	2031	2397
ACSMXK_12245.t01	CP195787	2591498	2593048	-	1551	1872	2496	2062	231	231	249
ACSMXK_12250.t01	CP195787	2593148	2594212	-	1065	1150	2029	1594	212	209	194
ACSMXK_12255.t01	CP195787	2594223	2595392	-	1170	1074	1792	1775	183	245	180
ACSMXK_12260.t01	CP195787	2595589	2596662	+	1074	1495	1861	1473	900	957	1256
ACSMXK_12265.t01	CP195787	2597022	2598278	-	1257	3572	4036	3230	1513	1563	1880
ACSMXK_12270.t01	CP195787	2599105	2599803	-	699	1598	1835	1533	729	772	893
ACSMXK_12275.t01	CP195787	2600226	2601881	-	1656	2331	2507	2254	255	257	345
ACSMXK_12280.t01	CP195787	2603139	2604683	-	1545	782	1131	844	194	236	276
ACSMXK_12285.t01	CP195787	2605130	2606686	-	1557	715	954	571	170	150	185
ACSMXK_12290.t01	CP195787	2606973	2608517	+	1545	17001	24021	21494	4133	4385	5021
ACSMXK_12295.t01	CP195787	2608835	2609902	-	1068	1124	1622	1203	355	371	444
ACSMXK_12300.t01	CP195787	2610414	2611037	-	624	1636	1354	984	356	364	463
ACSMXK_12305.t01	CP195787	2611215	2611889	-	675	693	844	719	183	187	248
ACSMXK_12310.t01	CP195787	2612168	2612308	+	141	93	140	96	22	31	32
ACSMXK_12315.t01	CP195787	2612427	2613113	+	687	519	721	494	138	154	143
ACSMXK_12320.t01	CP195787	2613189	2613728	-	540	2040	2653	1887	644	695	727
ACSMXK_12325.t01	CP195787	2613972	2614454	-	483	3217	4264	3451	1247	1397	1513
ACSMXK_12330.t01	CP195787	2614723	2615388	+	666	146	148	153	30	24	55
ACSMXK_12335.t01	CP195787	2615413	2616462	+	1050	107	160	130	34	28	33
ACSMXK_12340.t01	CP195787	2616477	2617838	+	1362	226	229	231	88	58	88
ACSMXK_12345.t01	CP195787	2617854	2618357	+	504	394	525	506	167	141	132
ACSMXK_12350.t01	CP195787	2618848	2620500	+	1653	1179	1016	836	283	331	382
ACSMXK_12355.t01	CP195787	2620712	2621695	-	984	1643	1772	1514	832	725	1053
ACSMXK_12360.t01	CP195787	2621692	2622708	-	1017	403	373	376	182	170	226
ACSMXK_12365.t01	CP195787	2622701	2624221	-	1521	1972	1927	1916	793	924	1026
ACSMXK_12370.t01	CP195787	2624276	2625232	-	957	6360	5819	5950	2910	3065	3071
ACSMXK_12375.t01	CP195787	2625898	2626113	+	216	685	710	557	143	153	182
ACSMXK_12380.t01	CP195787	2626222	2626665	+	444	1521	2151	1700	354	392	491
ACSMXK_12385.t01	CP195787	2626789	2627370	+	582	1807	2256	1788	652	564	687
ACSMXK_12390.t01	CP195787	2627370	2627948	+	579	354	443	330	67	66	40
ACSMXK_12395.t01	CP195787	2627941	2630457	+	2517	1858	2047	1470	540	463	350
ACSMXK_12400.t01	CP195787	2630458	2631516	+	1059	852	911	683	182	220	233
ACSMXK_12405.t01	CP195787	2631520	2632152	+	633	991	997	892	214	306	234
ACSMXK_12410.t01	CP195787	2632145	2632849	+	705	662	767	654	186	149	166
ACSMXK_12415.t01	CP195787	2632846	2633478	+	633	981	1047	929	365	366	324
ACSMXK_12420.t01	CP195787	2633522	2634226	-	705	1078	1305	1036	207	225	229
ACSMXK_12425.t01	CP195787	2634824	2636308	+	1485	1967	2916	2112	528	361	452
ACSMXK_12430.t01	CP195787	2636462	2637067	+	606	4388	5624	4379	1704	1979	2131
ACSMXK_12435.t01	CP195787	2637097	2637957	-	861	824	999	762	309	312	304
ACSMXK_12440.t01	CP195787	2638014	2639288	-	1275	4813	6900	5565	1462	1721	1955
ACSMXK_12445.t01	CP195787	2639425	2640081	-	657	1611	1840	1492	617	688	646
ACSMXK_12450.t01	CP195787	2640105	2640419	-	315	577	649	532	109	77	143
ACSMXK_12455.t01	CP195787	2640695	2641111	-	417	745	1000	850	1503	1518	2249
ACSMXK_12460.t01	CP195787	2641332	2641565	+	234	6788	9952	8285	2340	2217	3253
ACSMXK_12465.t01	CP195787	2641597	2641824	+	228	5793	9121	7283	2782	3144	3988
ACSMXK_12470.t01	CP195787	2642388	2642657	+	270	2767	3977	3628	3110	2861	3370
ACSMXK_12475.t01	CP195787	2642885	2643124	+	240	3039	3860	2495	412	385	427
ACSMXK_12480.t01	CP195787	2643269	2643472	-	204	1879	2485	1678	247	248	235
ACSMXK_12485.t01	CP195787	2643616	2644257	-	642	5639	7081	5702	944	990	893
ACSMXK_12490.t01	CP195787	2644398	2645243	-	846	1134	1849	1402	613	618	753
ACSMXK_12495.t01	CP195787	2645371	2646636	-	1266	689	678	647	71	113	87
ACSMXK_12500.t01	CP195787	2646639	2647058	-	420	575	528	442	69	43	79
ACSMXK_12505.t01	CP195787	2647723	2648010	+	288	370	458	352	88	93	90
ACSMXK_12510.t01	CP195787	2648224	2649090	-	867	203	228	203	114	93	105
ACSMXK_12515.t01	CP195787	2649362	2650243	+	882	137	174	161	763	802	713
ACSMXK_12520.t01	CP195787	2650489	2651277	+	789	613	734	549	148	133	126
ACSMXK_12525.t01	CP195787	2651527	2651751	-	225	852	1110	829	196	202	241
ACSMXK_12530.t01	CP195787	2652341	2652598	+	258	3124	3590	2832	539	621	707
ACSMXK_12535.t01	CP195787	2652836	2653693	+	858	1092	1504	1180	307	316	289
ACSMXK_12540.t01	CP195787	2653741	2654709	-	969	6597	10408	8479	1065	1261	1492
ACSMXK_12545.t01	CP195787	2655036	2655212	+	177	606502	926214	865766	300705	303671	282218
ACSMXK_12550.t01	CP195787	2655726	2657990	+	2265	3207	4405	3912	1125	1051	1079
ACSMXK_12555.t01	CP195787	2658456	2660243	+	1788	5011	8550	7825	1089	1150	1427
ACSMXK_12560.t01	CP195787	2660240	2662771	+	2532	7999	12316	10774	1828	1830	2406
ACSMXK_12565.t01	CP195787	2662831	2664903	+	2073	8802	12714	11966	1644	1819	2317
ACSMXK_12570.t01	CP195787	2665042	2665806	+	765	3991	6016	5494	1437	1629	1983
ACSMXK_12575.t01	CP195787	2665978	2666253	-	276	1987	3072	2548	1193	1062	1341
ACSMXK_12580.t01	CP195787	2666955	2668166	+	1212	7925	10900	8889	2191	2368	2464
ACSMXK_12585.t01	CP195787	2668395	2668628	+	234	3163	4276	3337	6186	7206	8501
ACSMXK_12590.t01	CP195787	2668678	2669799	-	1122	2163	2477	2055	771	835	838
ACSMXK_12595.t01	CP195787	2670082	2670549	+	468	7833	12902	12138	5701	5859	7160
ACSMXK_12600.t01	CP195787	2670596	2671033	-	438	3990	5377	4407	1193	1231	1407
ACSMXK_12605.t01	CP195787	2671177	2671419	+	243	533	724	643	143	167	167
ACSMXK_12610.t01	CP195787	2671425	2672282	+	858	666	940	747	111	135	139
ACSMXK_12615.t01	CP195787	2672279	2674279	+	2001	1868	2322	1801	432	445	432
ACSMXK_12620.t01	CP195787	2674280	2674747	-	468	1779	2169	1891	571	545	640
ACSMXK_12625.t01	CP195787	2674890	2675408	-	519	3031	4081	3943	4880	4612	5652
ACSMXK_12630.t01	CP195787	2675491	2676387	-	897	2423	3054	2401	512	626	753
ACSMXK_12635.t01	CP195787	2676453	2676743	-	291	2704	3752	3063	931	1190	1309
ACSMXK_12640.t01	CP195787	2676868	2677470	+	603	936	1088	1045	358	433	585
ACSMXK_12645.t01	CP195787	2677517	2678614	+	1098	1494	1570	1219	599	612	708
ACSMXK_12650.t01	CP195787	2678728	2679135	+	408	2116	3237	2597	1050	1078	1317
ACSMXK_12655.t01	CP195787	2679258	2679929	+	672	1011	1263	966	323	304	297
ACSMXK_12660.t01	CP195787	2679968	2680303	-	336	13425	20369	16379	10903	10894	13855
ACSMXK_12665.t01	CP195787	2680668	2681486	+	819	6663	7482	5296	2098	2556	2416
ACSMXK_12670.t01	CP195787	2681566	2681763	+	198	2789	4436	3240	2765	2695	2872
ACSMXK_12675.t01	CP195787	2681785	2681874	-	90	30	47	46	24	28	17
ACSMXK_12680.t01	CP195787	2682157	2683182	+	1026	2857	3256	2418	231	303	265
ACSMXK_12685.t01	CP195787	2683179	2684084	-	906	349	555	397	86	83	86
ACSMXK_12690.t01	CP195787	2684193	2685395	+	1203	1139	1260	1020	818	783	996
ACSMXK_12695.t01	CP195787	2685680	2686828	+	1149	5469	7653	6601	1551	1807	2170
ACSMXK_12700.t01	CP195787	2687016	2687684	-	669	1652	2123	1618	590	640	681
ACSMXK_12705.t01	CP195787	2687878	2689251	+	1374	1882	2506	1814	664	565	712
ACSMXK_12710.r01	CP195787	2689404	2689480	+	77	47	61	48	11	11	15
ACSMXK_12715.r01	CP195787	2689484	2689560	+	77	0	0	0	0	0	0
ACSMXK_12720.r01	CP195787	2689571	2689647	+	77	92	87	78	7	16	11
ACSMXK_12725.t01	CP195787	2689992	2691404	+	1413	17939	25007	21263	8627	9880	10558
ACSMXK_12730.t01	CP195787	2691712	2691948	+	237	38432	49724	47133	13855	16850	19582
ACSMXK_12735.t01	CP195787	2692193	2693155	-	963	1627	2179	1847	253	310	279
ACSMXK_12740.t01	CP195787	2693211	2693627	-	417	3751	4597	4463	571	732	807
ACSMXK_12745.t01	CP195787	2693649	2694872	-	1224	5381	7514	6255	1409	1731	1619
ACSMXK_12750.t01	CP195787	2694872	2696149	-	1278	9417	12530	11271	2745	3031	3187
ACSMXK_12755.t01	CP195787	2696124	2696870	-	747	6830	9561	7942	1518	1757	1886
ACSMXK_12760.t01	CP195787	2696917	2698410	-	1494	13045	18087	16561	3634	3944	4366
ACSMXK_12765.t01	CP195787	2698418	2698792	-	375	5379	7356	6790	1239	1482	1827
ACSMXK_12770.t01	CP195787	2699184	2699588	+	405	7165	8548	7212	1389	1403	1506
ACSMXK_12775.t01	CP195787	2699619	2702672	-	3054	4847	5478	4275	924	907	902
ACSMXK_12780.t01	CP195787	2702880	2703974	+	1095	1353	1993	1378	410	465	442
ACSMXK_12785.r01	CP195787	2704234	2704343	+	110	260	434	241	406	362	307
ACSMXK_12790.t01	CP195787	2704547	2706931	-	2385	12392	23125	14524	36019	34375	33331
ACSMXK_12795.t01	CP195787	2707371	2708198	+	828	956	1177	1094	522	595	596
ACSMXK_12800.t01	CP195787	2708350	2709396	+	1047	1838	2495	1864	620	588	677
ACSMXK_12805.t01	CP195787	2709398	2710834	-	1437	4140	5692	4367	524	489	602
ACSMXK_12810.t01	CP195787	2710926	2711660	-	735	10780	12704	10066	1828	1793	1879
ACSMXK_12815.t01	CP195787	2711952	2712410	-	459	1806	2432	1818	558	550	669
ACSMXK_12820.t01	CP195787	2712477	2713226	-	750	773	907	662	173	169	198
ACSMXK_12825.t01	CP195787	2713227	2713772	-	546	937	1163	924	278	252	271
ACSMXK_12830.t01	CP195787	2713788	2714795	-	1008	925	1151	988	188	193	217
ACSMXK_12835.t01	CP195787	2714895	2715197	-	303	11684	18155	16837	3924	4426	5262
ACSMXK_12840.t01	CP195787	2715202	2717589	-	2388	9420	12885	10724	3070	2908	3517
ACSMXK_12845.t01	CP195787	2717604	2718587	-	984	2012	2590	1939	347	364	418
ACSMXK_12850.t01	CP195787	2718735	2718779	-	45	72	123	74	36	46	35
ACSMXK_12855.t01	CP195787	2718901	2719257	-	357	36937	42908	36189	4668	4973	5016
ACSMXK_12860.t01	CP195787	2719302	2719499	-	198	16836	20089	16456	2510	2646	2663
ACSMXK_12865.t01	CP195787	2719600	2720151	-	552	49033	56954	48848	12095	12377	11844
ACSMXK_12870.t01	CP195787	2720155	2722083	-	1929	12737	15184	11871	3141	3085	3544
ACSMXK_12875.t01	CP195787	2722332	2723093	-	762	6753	9336	7416	1441	1459	1915
ACSMXK_12880.t01	CP195787	2723445	2723747	+	303	2257	3122	2340	1138	1166	1269
ACSMXK_12885.t01	CP195787	2723827	2724720	+	894	7585	8957	7729	5299	5405	5367
ACSMXK_12890.t01	CP195787	2724725	2725261	-	537	3370	4486	3842	1233	1498	1701
ACSMXK_12895.t01	CP195787	2725415	2726083	+	669	1200	1373	1005	175	193	249
ACSMXK_12900.t01	CP195787	2726214	2726804	+	591	625	855	645	182	218	209
ACSMXK_12905.t01	CP195787	2726954	2728345	+	1392	1290	872	623	141	171	190
ACSMXK_12910.t01	CP195787	2728539	2728949	+	411	329	404	391	192	217	210
ACSMXK_12915.t01	CP195787	2729003	2729338	-	336	2971	5062	5697	1892	1918	2421
ACSMXK_12920.t01	CP195787	2729583	2730773	+	1191	532	630	473	116	119	123
ACSMXK_12925.t01	CP195787	2730902	2731726	+	825	5874	8678	7363	1855	2064	2665
ACSMXK_12930	CP195787	2731778	2732581	+	804	708	845	730	275	295	288
ACSMXK_12935.t01	CP195787	2732649	2733512	+	864	3759	4424	3456	657	683	703
ACSMXK_12940.t01	CP195787	2733711	2734205	-	495	1533	1786	1307	3962	5489	6464
ACSMXK_12945.t01	CP195787	2734496	2735491	-	996	1016	1541	1329	1792	2067	2426
ACSMXK_12950.t01	CP195787	2735541	2736866	-	1326	673	946	711	5679	5806	6701
ACSMXK_12955.t01	CP195787	2736863	2738332	-	1470	542	780	507	5083	4873	5046
ACSMXK_12960.t01	CP195787	2738329	2739360	-	1032	496	595	516	2606	3030	3150
ACSMXK_12965.t01	CP195787	2739357	2740577	-	1221	836	937	898	6695	7408	7797
ACSMXK_12970.t01	CP195787	2741453	2742544	+	1092	5655	6470	4598	1252	1323	1349
ACSMXK_12975.t01	CP195787	2742613	2743518	-	906	282	317	271	84	118	131
ACSMXK_12980.t01	CP195787	2743615	2745087	-	1473	611	933	738	237	315	343
ACSMXK_12985.t01	CP195787	2745252	2746046	-	795	243	262	272	81	107	119
ACSMXK_12990.t01	CP195787	2746059	2747126	-	1068	133	214	179	30	53	34
ACSMXK_12995.t01	CP195787	2747143	2748669	-	1527	359	344	316	117	108	111
ACSMXK_13000.t01	CP195787	2748680	2749291	-	612	318	305	266	60	57	86
ACSMXK_13005.t01	CP195787	2749336	2750271	-	936	633	724	558	233	241	200
ACSMXK_13010.t01	CP195787	2750327	2751124	-	798	1126	1177	903	357	382	361
ACSMXK_13015.t01	CP195787	2751467	2752279	+	813	7824	11287	4394	329	285	308
ACSMXK_13020.t01	CP195787	2752314	2753144	-	831	9626	14690	4785	97	82	126
ACSMXK_13025.t01	CP195787	2753141	2755762	-	2622	36515	64611	19379	113	115	119
ACSMXK_13030.t01	CP195787	2755759	2759832	-	4074	38158	78124	25823	124	159	213
ACSMXK_13035.t01	CP195787	2759843	2760631	-	789	2600	7623	2643	21	30	21
ACSMXK_13040.t01	CP195787	2760642	2761514	-	873	1631	4756	1304	20	10	12
ACSMXK_13045.t01	CP195787	2761514	2762776	-	1263	1744	6926	1322	29	30	42
ACSMXK_13050.t01	CP195787	2763037	2764260	-	1224	2778	3721	3231	108	135	122
ACSMXK_13055.t01	CP195787	2764905	2765102	-	198	1190	1529	1218	707	694	813
ACSMXK_13060.t01	CP195787	2765212	2766429	+	1218	2249	2844	2151	788	880	937
ACSMXK_13065.t01	CP195787	2766429	2768537	+	2109	3496	4802	3872	1218	1401	1624
ACSMXK_13070.t01	CP195787	2768551	2769249	+	699	1546	2368	1865	788	791	1010
ACSMXK_13075.t01	CP195787	2769284	2770411	+	1128	3319	4719	3821	1079	1262	1490
ACSMXK_13080.t01	CP195787	2770408	2771187	+	780	1657	2392	1982	587	654	766
ACSMXK_13085.t01	CP195787	2771198	2772139	+	942	2300	2991	2642	614	665	695
ACSMXK_13090.t01	CP195787	2772184	2773590	+	1407	4806	5566	4734	1075	1171	1198
ACSMXK_13095.t01	CP195787	2773620	2774294	-	675	6217	7367	5927	1554	1533	1757
ACSMXK_13100.t01	CP195787	2774722	2774952	-	231	1010	1766	1305	730	781	951
ACSMXK_13105.t01	CP195787	2775318	2776409	+	1092	2266	2957	2270	757	858	969
ACSMXK_13110.t01	CP195787	2776473	2777327	-	855	2724	3814	3374	1234	1269	1478
ACSMXK_13115.t01	CP195787	2777353	2778162	-	810	2340	3176	2857	1151	1221	1458
ACSMXK_13120.t01	CP195787	2778159	2778557	-	399	93	102	88	32	25	27
ACSMXK_13125.t01	CP195787	2778588	2779430	-	843	750	846	649	279	290	235
ACSMXK_13130.t01	CP195787	2779430	2780512	-	1083	2281	2704	2014	714	663	662
ACSMXK_13135.t01	CP195787	2780555	2781811	-	1257	4141	5373	3824	1436	1656	1635
ACSMXK_13140.t01	CP195787	2782028	2782654	+	627	1345	1641	1321	225	291	301
ACSMXK_13145.t01	CP195787	2782651	2783508	+	858	2492	3185	2525	661	704	631
ACSMXK_13150.t01	CP195787	2783645	2784592	+	948	7038	9009	6829	1850	2099	1940
ACSMXK_13155.t01	CP195787	2784813	2785961	+	1149	11106	15914	13221	6376	7188	8870
ACSMXK_13160.t01	CP195787	2785962	2786237	-	276	5019	7135	6056	7762	8606	8930
ACSMXK_13165.t01	CP195787	2786496	2787083	+	588	5699	6888	6084	2252	2291	2497
ACSMXK_13170.t01	CP195787	2787191	2788282	+	1092	6819	9142	7162	1341	1629	1568
ACSMXK_13175.t01	CP195787	2788583	2790547	-	1965	947	1251	1083	310	345	395
ACSMXK_13180.t01	CP195787	2791134	2792678	+	1545	826	1114	756	242	226	237
ACSMXK_13185.t01	CP195787	2792988	2793302	-	315	952	1074	787	293	342	392
ACSMXK_13190.t01	CP195787	2793317	2794435	-	1119	188	181	204	61	43	39
ACSMXK_13195.t01	CP195787	2795122	2795673	+	552	192	236	203	2275	1678	1508
ACSMXK_13200.t01	CP195787	2795792	2797216	+	1425	993	1246	988	1595	1296	1212
ACSMXK_13205.t01	CP195787	2797320	2797817	-	498	1534	1783	1348	532	441	582
ACSMXK_13210.t01	CP195787	2798316	2798549	+	234	12632	16045	13008	1519	1930	2243
ACSMXK_13215.t01	CP195787	2798640	2798915	+	276	5708	7246	5443	562	643	761
ACSMXK_13220.t01	CP195787	2799173	2799376	-	204	6554	7748	6949	2091	2329	2339
ACSMXK_13225.t01	CP195787	2799732	2799992	+	261	80055	112783	105312	10515	10375	12552
ACSMXK_13230.t01	CP195787	2800634	2802112	+	1479	182	198	173	42	60	46
ACSMXK_13235.t01	CP195787	2802273	2802965	+	693	1741	2996	2181	635	656	837
ACSMXK_13240.t01	CP195787	2803074	2803322	+	249	871	1122	725	332	355	408
ACSMXK_13245.t01	CP195787	2803554	2805137	-	1584	3709	4612	3895	994	1059	1240
ACSMXK_13250.t01	CP195787	2805951	2806433	-	483	202	225	158	32	50	36
ACSMXK_13255.t01	CP195787	2806433	2809399	-	2967	1291	1936	1433	333	383	461
ACSMXK_13260.t01	CP195787	2810115	2811248	-	1134	1824	3830	3107	155	152	218
ACSMXK_13265.t01	CP195787	2812182	2813426	-	1245	1056	998	761	208	230	296
ACSMXK_13270.t01	CP195787	2814085	2815659	+	1575	381	443	263	95	108	137
ACSMXK_13275.t01	CP195787	2815811	2816386	-	576	461	600	425	100	121	103
ACSMXK_13280.t01	CP195787	2816778	2817944	+	1167	323	413	263	69	80	108
ACSMXK_13285.t01	CP195787	2818263	2819192	-	930	976	1135	921	199	262	270
ACSMXK_13290.t01	CP195787	2819367	2820263	-	897	1567	1833	1583	511	536	458
ACSMXK_13295.t01	CP195787	2820534	2821016	+	483	1259	1870	1679	411	447	564
ACSMXK_13300.t01	CP195787	2821022	2822887	+	1866	4394	5977	5357	1145	1206	1479
ACSMXK_13305	CP195787	2822884	2823543	+	660	1980	3024	2509	682	840	929
ACSMXK_13310.t01	CP195787	2823621	2824310	+	690	746	1010	893	159	157	166
ACSMXK_13315.t01	CP195787	2824283	2824579	+	297	176	275	218	34	33	54
ACSMXK_13320.t01	CP195787	2824807	2825256	+	450	440	602	544	79	86	87
ACSMXK_13325	CP195787	2825480	2825971	+	492	1864	2599	2098	647	759	816
ACSMXK_13330.t01	CP195787	2826723	2827130	+	408	1207	1638	1128	188	195	201
ACSMXK_13335.t01	CP195787	2827537	2827872	-	336	471	557	411	71	96	112
ACSMXK_13340.t01	CP195787	2828228	2828506	-	279	534	652	601	1189	1118	1328
ACSMXK_13345.t01	CP195787	2829062	2829997	-	936	1539	1808	1375	525	562	569
ACSMXK_13350.t01	CP195787	2830098	2831228	+	1131	1629	1714	1264	442	459	433
ACSMXK_13355.t01	CP195787	2831265	2832551	+	1287	1165	1194	956	185	195	222
ACSMXK_13360.t01	CP195787	2833412	2834956	+	1545	401	410	336	118	110	123
ACSMXK_13365.t01	CP195787	2834976	2835281	+	306	160	201	186	19	45	25
ACSMXK_13370.t01	CP195787	2836059	2836625	-	567	1357	1913	1511	364	435	570
ACSMXK_13375.t01	CP195787	2837018	2837473	-	456	1037	1196	972	274	290	289
ACSMXK_13380.t01	CP195787	2837688	2838017	-	330	1060	1163	971	369	374	366
ACSMXK_13385.t01	CP195787	2838128	2839096	-	969	1497	1999	1692	437	512	549
ACSMXK_13390.t01	CP195787	2839317	2839895	+	579	139	276	234	38	39	34
ACSMXK_13395.t01	CP195787	2839909	2840460	+	552	364	632	493	132	145	161
ACSMXK_13400.t01	CP195787	2840441	2840998	+	558	395	517	476	78	94	64
ACSMXK_13405.t01	CP195787	2840995	2841801	+	807	638	850	699	230	270	276
ACSMXK_13410.t01	CP195787	2841830	2842405	-	576	1258	1627	1330	479	627	761
ACSMXK_13415.t01	CP195787	2842715	2843266	+	552	1047	1465	1092	343	406	459
ACSMXK_13420	CP195787	2843353	2843535	-	183	450	495	426	112	143	151
ACSMXK_13425.t01	CP195787	2843734	2844315	+	582	647	780	634	122	95	112
ACSMXK_13430.t01	CP195787	2844361	2844810	+	450	921	1137	906	194	167	197
ACSMXK_13435.t01	CP195787	2845164	2846321	-	1158	4172	5350	4619	1415	1555	1797
ACSMXK_13440.t01	CP195787	2846787	2848310	-	1524	1341	1787	1617	336	392	428
ACSMXK_13445.t01	CP195787	2848569	2848778	+	210	306	341	273	81	75	86
ACSMXK_13450.t01	CP195787	2849148	2849375	-	228	162	208	106	53	39	67
ACSMXK_13455.t01	CP195787	2849385	2850812	-	1428	275	427	315	122	126	139
ACSMXK_13460.t01	CP195787	2850846	2851409	-	564	100	139	56	6	9	28
ACSMXK_13465.t01	CP195787	2851608	2852030	+	423	359	451	333	152	150	167
ACSMXK_13470	CP195787	2852137	2852757	-	621	321	409	333	109	130	155
ACSMXK_13475.t01	CP195787	2852776	2853666	-	891	529	621	529	96	84	109
ACSMXK_13480.t01	CP195787	2853765	2854823	+	1059	457	552	468	199	247	238
ACSMXK_13485.t01	CP195787	2855151	2855477	+	327	4426	6208	5098	906	1010	1233
ACSMXK_13490.t01	CP195787	2856311	2856691	+	381	360	528	489	116	129	147
ACSMXK_13495.t01	CP195787	2856691	2858052	+	1362	258	435	347	75	67	80
ACSMXK_13500.t01	CP195787	2858049	2858993	+	945	287	435	353	72	88	81
ACSMXK_13505	CP195787	2859001	2859130	-	130	71	110	93	29	37	41
ACSMXK_13510.t01	CP195787	2859599	2860669	+	1071	1085	1358	1194	588	697	864
ACSMXK_13515.t01	CP195787	2860644	2861918	+	1275	656	845	599	471	467	574
ACSMXK_13520.t01	CP195787	2862308	2862691	+	384	747	852	733	297	272	258
ACSMXK_13525.t01	CP195787	2862851	2863255	-	405	144	154	138	27	33	21
