# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_16195.t01	CP195871	3647553	3648866	-	1314	1593	1695	1510	1833	1665	1197
ACSMXP_16200.t01	CP195871	3648870	3649532	-	663	1597	2167	1663	4615	3609	3300
ACSMXP_16205.t01	CP195871	3649679	3651241	+	1563	884	912	831	1464	1324	1025
ACSMXP_16210.t01	CP195871	3651522	3652487	+	966	2998	2723	2492	2223	1808	1626
ACSMXP_16215.t01	CP195871	3652521	3653660	+	1140	1496	1157	1173	4335	3696	2754
ACSMXP_16220.t01	CP195871	3653767	3654660	-	894	201	155	115	123	124	111
ACSMXP_16225.t01	CP195871	3654976	3656031	-	1056	1591	1650	1386	729	756	537
ACSMXP_16230.t01	CP195871	3656045	3657244	-	1200	2241	2328	1869	799	883	539
ACSMXP_16235.t01	CP195871	3657328	3657846	-	519	2048	2786	2268	1415	1460	894
ACSMXP_16240.t01	CP195871	3657884	3658774	-	891	5609	7540	5619	3291	3082	2195
ACSMXP_16245.t01	CP195871	3658897	3659961	-	1065	16180	17187	14647	11432	8254	7170
ACSMXP_16250.t01	CP195871	3660246	3661682	-	1437	6485	7684	6198	6455	6367	4059
ACSMXP_16255.t01	CP195871	3661937	3663133	-	1197	7103	7396	6509	6299	6067	4210
ACSMXP_16260.t01	CP195871	3663364	3663690	-	327	194	209	241	121	65	97
ACSMXP_16265.t01	CP195871	3663687	3664481	-	795	763	946	725	469	386	330
ACSMXP_16270.t01	CP195871	3664554	3664769	+	216	47	33	29	18	20	13
ACSMXP_16275.t01	CP195871	3664766	3664960	+	195	804	897	748	2410	1990	1594
ACSMXP_16280.t01	CP195871	3665194	3666234	+	1041	1598	1685	1506	2432	2186	1800
ACSMXP_16285.t01	CP195871	3666353	3666799	+	447	1702	2019	1789	2250	1966	1479
ACSMXP_16290.t01	CP195871	3666816	3667862	+	1047	1133	1232	1107	1038	816	632
ACSMXP_16295.t01	CP195871	3667855	3668433	+	579	574	721	566	1151	1081	822
ACSMXP_16300.t01	CP195871	3668462	3670204	-	1743	680	618	538	755	648	451
ACSMXP_16305.t01	CP195871	3670349	3670840	+	492	392	496	350	2385	2065	1655
ACSMXP_16310.t01	CP195871	3670890	3671984	-	1095	620	544	530	1027	909	748
ACSMXP_16315.t01	CP195871	3672268	3672630	-	363	758	751	628	1139	1025	788
ACSMXP_16320.t01	CP195871	3672790	3673254	-	465	900	908	796	1839	1506	1419
ACSMXP_16325.t01	CP195871	3673276	3673488	+	213	50	30	24	20	22	20
ACSMXP_16330.t01	CP195871	3673563	3675347	-	1785	674	542	540	937	749	522
ACSMXP_16335.t01	CP195871	3675529	3676146	-	618	314	312	304	442	352	287
ACSMXP_16340.t01	CP195871	3676292	3676993	-	702	498	524	429	381	363	230
ACSMXP_16345.t01	CP195871	3677204	3678085	-	882	14813	18362	15049	11543	12666	7480
ACSMXP_16350.t01	CP195871	3678153	3679319	-	1167	18316	23029	18803	13617	13532	9157
ACSMXP_16355.t01	CP195871	3679392	3680024	-	633	6376	7066	5987	4265	4110	3111
ACSMXP_16360.t01	CP195871	3680065	3681189	-	1125	1713	1862	1577	1609	1454	1153
ACSMXP_16365.t01	CP195871	3681189	3682268	-	1080	20752	30435	22653	23821	21269	18213
ACSMXP_16370.t01	CP195871	3682474	3683217	+	744	1817	2170	1676	2558	1581	1799
ACSMXP_16375.t01	CP195871	3683240	3684871	+	1632	609	587	525	1164	842	951
ACSMXP_16380.t01	CP195871	3685104	3686762	+	1659	1126	1018	972	25598	6859	20989
ACSMXP_16385.r01	CP195871	3686863	3686939	+	77	134	118	133	1006	235	891
ACSMXP_16390	CP195871	3687246	3687446	-	201	395	508	410	446	341	431
ACSMXP_16395.t01	CP195871	3687563	3688639	-	1077	1496	1814	1503	5419	3892	4265
ACSMXP_16400.t01	CP195871	3688636	3689379	-	744	285	352	278	1734	1268	1384
ACSMXP_16405.t01	CP195871	3689510	3690744	+	1235	75	119	70	409	350	360
ACSMXP_16410.t01	CP195871	3690763	3691449	-	687	339	473	335	923	723	764
ACSMXP_16415.t01	CP195871	3691446	3694217	-	2772	929	1182	862	2186	1671	1569
ACSMXP_16420.t01	CP195871	3695161	3695700	+	540	249	149	158	211	160	140
ACSMXP_16425.t01	CP195871	3695919	3696434	+	516	478	363	343	235	185	151
ACSMXP_16430.t01	CP195871	3696456	3697550	+	1095	1474	1553	1272	196	150	129
ACSMXP_16435.t01	CP195871	3697601	3698653	-	1053	1469	1709	1307	219	125	145
ACSMXP_16440.t01	CP195871	3699004	3699966	+	963	221	171	155	404	367	235
ACSMXP_16445.t01	CP195871	3699998	3701152	-	1155	745	631	587	1446	1175	911
ACSMXP_16450.t01	CP195871	3701403	3702128	+	726	129	94	122	238	72	185
ACSMXP_16455.t01	CP195871	3702147	3702944	-	798	79	29	33	495	152	259
ACSMXP_16460.t01	CP195871	3703044	3703319	-	276	86	61	35	186	85	172
ACSMXP_16465.t01	CP195871	3703471	3704841	-	1371	996	842	840	395	301	267
ACSMXP_16470.t01	CP195871	3704834	3705511	-	678	447	316	329	244	174	172
ACSMXP_16475.t01	CP195871	3705533	3706828	-	1296	1615	1646	1430	418	360	288
ACSMXP_16480.t01	CP195871	3706951	3707940	-	990	1156	1108	1087	315	166	179
ACSMXP_16485.t01	CP195871	3707991	3709028	-	1038	1550	1320	1225	402	243	236
ACSMXP_16490.t01	CP195871	3709289	3709600	-	312	122	100	103	80	74	72
ACSMXP_16495.t01	CP195871	3709599	3710453	+	855	232	193	197	322	255	178
ACSMXP_16500.t01	CP195871	3710514	3711041	+	528	144	140	119	104	70	76
ACSMXP_16505.t01	CP195871	3711358	3712593	+	1236	204	153	176	117	107	90
ACSMXP_16510.t01	CP195871	3712656	3713069	+	414	62	41	42	43	33	23
ACSMXP_16515.t01	CP195871	3713392	3714318	+	927	689	702	530	870	766	583
ACSMXP_16520.t01	CP195871	3714551	3715375	-	825	371	411	340	872	641	612
ACSMXP_16525.t01	CP195871	3715394	3716494	-	1101	285	261	219	538	402	387
ACSMXP_16530.t01	CP195871	3716852	3717784	+	933	205	174	132	68	56	52
ACSMXP_16535.t01	CP195871	3717870	3718892	+	1023	204	147	167	78	57	53
ACSMXP_16540.t01	CP195871	3718923	3719552	-	630	217	222	214	438	442	347
ACSMXP_16545.t01	CP195871	3719780	3721396	-	1617	317	325	303	237	221	166
ACSMXP_16550.t01	CP195871	3721504	3722379	+	876	183	120	138	170	118	126
ACSMXP_16555.t01	CP195871	3722559	3723530	+	972	585	531	434	716	643	572
ACSMXP_16560.t01	CP195871	3723812	3726970	+	3159	6291	9814	7254	61273	53282	44331
ACSMXP_16565.t01	CP195871	3727056	3728753	-	1698	736	615	647	1320	962	824
ACSMXP_16570.t01	CP195871	3729052	3729954	-	903	1551	1907	1572	1358	1129	862
ACSMXP_16575.t01	CP195871	3730046	3731161	+	1116	536	595	518	567	435	325
ACSMXP_16580.t01	CP195871	3731154	3732743	+	1590	418	326	323	181	161	141
ACSMXP_16585.t01	CP195871	3732772	3734319	+	1548	284	204	217	82	60	54
ACSMXP_16590.t01	CP195871	3734426	3735106	-	681	181	165	179	433	336	271
ACSMXP_16595.t01	CP195871	3735270	3736418	+	1149	438	476	400	1208	892	861
ACSMXP_16600.t01	CP195871	3736579	3737514	-	936	222	157	179	718	663	431
ACSMXP_16605.t01	CP195871	3737943	3738704	+	762	4057	4631	3862	10559	8889	9291
ACSMXP_16610.t01	CP195871	3738724	3740040	+	1317	5307	5995	4789	20628	16878	15159
ACSMXP_16615.t01	CP195871	3740182	3741684	+	1503	3345	3636	3036	1050	1026	658
ACSMXP_16620.t01	CP195871	3741835	3742383	-	549	495	487	322	379	511	296
ACSMXP_16625.t01	CP195871	3742442	3743269	-	828	5259	6243	5118	11630	10656	9559
ACSMXP_16630.t01	CP195871	3743825	3744607	+	783	1000	1223	943	1286	1111	1025
ACSMXP_16635.t01	CP195871	3744912	3745109	+	198	5660	5002	5084	3162	1763	2381
ACSMXP_16640.t01	CP195871	3745294	3745665	-	372	2059	3446	2407	4906	4962	4225
ACSMXP_16645.t01	CP195871	3745815	3747371	+	1557	2253	3757	2731	3269	3929	2012
ACSMXP_16650.t01	CP195871	3747515	3749017	+	1503	2219	1961	1804	2162	3418	1297
ACSMXP_16655.t01	CP195871	3749152	3749868	+	717	239	165	174	453	555	284
ACSMXP_16660.t01	CP195871	3750096	3750782	+	687	464	402	365	876	818	572
ACSMXP_16665.t01	CP195871	3750934	3751614	-	681	413	393	360	791	527	527
ACSMXP_16670.t01	CP195871	3752030	3753403	+	1374	2112	2498	2035	1827	1956	1206
ACSMXP_16675.t01	CP195871	3753438	3754502	+	1065	1000	831	774	1450	1517	895
ACSMXP_16680.t01	CP195871	3754753	3755562	+	810	3008	3862	2879	3290	3608	2517
ACSMXP_16685.t01	CP195871	3755632	3756264	+	633	992	979	836	667	906	492
ACSMXP_16690.t01	CP195871	3756488	3757375	+	888	2767	2722	2497	1864	1309	1233
ACSMXP_16695.t01	CP195871	3757413	3759032	+	1620	785	824	668	649	472	425
ACSMXP_16700.t01	CP195871	3759165	3760817	-	1653	506	461	500	521	504	273
ACSMXP_16705.t01	CP195871	3761228	3762235	+	1008	2040	2002	1784	955	1011	649
ACSMXP_16710.t01	CP195871	3762252	3764351	+	2100	2801	3124	2573	1704	1843	946
ACSMXP_16715.t01	CP195871	3764392	3764955	+	564	664	676	525	508	446	274
ACSMXP_16720.t01	CP195871	3765004	3765783	+	780	639	869	690	784	811	523
ACSMXP_16725.t01	CP195871	3765829	3766674	+	846	985	1037	926	1127	1036	745
ACSMXP_16730.t01	CP195871	3766794	3767186	-	393	431	340	300	480	438	381
ACSMXP_16735.t01	CP195871	3767311	3768138	-	828	729	636	492	765	704	530
ACSMXP_16740.t01	CP195871	3768175	3769176	-	1002	1176	1103	959	1227	1064	789
ACSMXP_16745.t01	CP195871	3769188	3770543	-	1356	3411	3638	3141	4895	4752	3131
ACSMXP_16750.t01	CP195871	3770599	3772959	-	2361	6627	6897	5880	7166	7476	4764
ACSMXP_16755.t01	CP195871	3773192	3774253	+	1062	1447	1805	1391	838	786	582
ACSMXP_16760.t01	CP195871	3774337	3775074	+	738	618	598	552	361	328	225
ACSMXP_16765.t01	CP195871	3775160	3777061	-	1902	1227	1454	1075	542	478	354
ACSMXP_16770.t01	CP195871	3777236	3777634	+	399	1317	1742	1298	827	838	574
ACSMXP_16775.t01	CP195871	3777677	3778198	-	522	625	755	602	383	321	260
ACSMXP_16780.t01	CP195871	3778318	3779148	+	831	1918	1789	1604	2000	1538	1200
ACSMXP_16785.t01	CP195871	3779227	3779994	-	768	2288	2083	1825	3630	3839	2654
ACSMXP_16790.t01	CP195871	3780084	3781283	-	1200	10581	10795	9583	12782	14518	8418
ACSMXP_16795.t01	CP195871	3781357	3783792	-	2436	22135	16604	16741	18949	22268	15321
ACSMXP_16800.t01	CP195871	3783898	3785685	-	1788	46509	46736	40299	26000	26955	20387
ACSMXP_16805.t01	CP195871	3785743	3786342	-	600	8111	14396	10287	18247	19174	16902
ACSMXP_16810.t01	CP195871	3786603	3787877	-	1275	2879	3276	2730	5770	5182	3991
ACSMXP_16815.t01	CP195871	3787874	3788350	-	477	710	566	637	1290	1170	853
ACSMXP_16820.t01	CP195871	3788504	3789442	-	939	378	293	311	274	286	205
ACSMXP_16825.t01	CP195871	3789580	3790446	+	867	311	294	301	377	310	276
ACSMXP_16830.t01	CP195871	3790568	3792370	-	1803	6798	7543	6495	7467	7378	4513
ACSMXP_16835.t01	CP195871	3792425	3793075	-	651	2230	2758	2156	1924	1934	1283
ACSMXP_16840.t01	CP195871	3793144	3793494	-	351	1284	1715	1348	1994	2172	1521
ACSMXP_16845.t01	CP195871	3793557	3794240	-	684	1038	1164	948	721	686	486
ACSMXP_16850.t01	CP195871	3794322	3795899	-	1578	3389	4710	3646	2788	2971	2049
ACSMXP_16855.t01	CP195871	3795912	3796556	-	645	1430	1776	1418	1018	1189	867
ACSMXP_16860.t01	CP195871	3796680	3797741	-	1062	3583	3156	3012	70755	83386	47908
ACSMXP_16865.t01	CP195871	3797784	3798515	-	732	2043	1794	1583	2085	1853	1733
ACSMXP_16870.t01	CP195871	3798583	3798996	-	414	1160	1147	1016	1799	1561	1159
ACSMXP_16875.t01	CP195871	3798993	3799436	-	444	3350	4046	3137	7946	7125	5794
ACSMXP_16880.t01	CP195871	3799470	3803483	-	4014	15762	18682	15200	11686	10672	8349
ACSMXP_16885.t01	CP195871	3803975	3805498	+	1524	2763	2895	2424	1767	1767	1260
ACSMXP_16890.t01	CP195871	3805516	3806340	+	825	1141	1453	1198	815	646	467
ACSMXP_16895.t01	CP195871	3806469	3806855	-	387	298	327	274	423	335	281
ACSMXP_16900.t01	CP195871	3806985	3808460	-	1476	349	333	232	624	588	507
ACSMXP_16905.t01	CP195871	3808462	3809412	-	951	143	121	103	255	192	181
ACSMXP_16910.t01	CP195871	3809532	3810812	+	1281	655	736	554	4170	3766	3279
ACSMXP_16915.t01	CP195871	3811000	3811581	+	582	1257	1283	1163	3268	2909	2143
ACSMXP_16920.t01	CP195871	3811661	3812140	-	480	446	435	376	817	765	563
ACSMXP_16925.t01	CP195871	3812218	3813813	-	1596	591	611	505	1439	1281	875
ACSMXP_16930.t01	CP195871	3813918	3814784	+	867	1615	1964	1671	2361	1980	1641
ACSMXP_16935.t01	CP195871	3814766	3815704	-	939	1091	1085	996	2179	1744	1393
ACSMXP_16940.t01	CP195871	3815775	3816209	-	435	2287	2804	2073	9097	7831	6394
ACSMXP_16945.t01	CP195871	3816628	3817647	+	1020	283	253	249	229	240	173
ACSMXP_16950.t01	CP195871	3817743	3819047	+	1305	566	416	456	687	630	427
ACSMXP_16955.t01	CP195871	3819066	3819815	-	750	366	359	341	394	379	324
ACSMXP_16960.t01	CP195871	3819928	3820845	+	918	226	168	149	257	195	151
ACSMXP_16965.t01	CP195871	3820930	3822480	-	1551	999	1386	1083	374	382	318
ACSMXP_16970.t01	CP195871	3822514	3823728	-	1215	997	1285	1033	439	390	339
ACSMXP_16975.t01	CP195871	3823805	3825361	-	1557	1731	2257	1806	797	636	589
ACSMXP_16980.t01	CP195871	3825488	3825970	-	483	341	630	405	92	67	36
ACSMXP_16985.t01	CP195871	3825967	3826413	-	447	1004	2404	1473	423	235	256
ACSMXP_16990.t01	CP195871	3826595	3827509	-	915	1358	1486	1284	2182	1754	1576
ACSMXP_16995.t01	CP195871	3827921	3828694	-	774	930	1202	994	2348	1928	1788
ACSMXP_17000.t01	CP195871	3828961	3830283	+	1323	569	512	392	1055	778	837
ACSMXP_17005	CP195871	3830677	3831357	+	681	784	554	581	5088	4981	3638
ACSMXP_17010.t01	CP195871	3832138	3833823	+	1686	708	593	574	4294	4034	2961
ACSMXP_17015.t01	CP195871	3833918	3835570	+	1653	1149	1062	990	8964	7081	6341
ACSMXP_17020.t01	CP195871	3836061	3838172	-	2112	3359	3545	3074	4256	3291	3467
ACSMXP_17025.t01	CP195871	3838184	3839326	-	1143	2490	2710	2122	1883	1529	1711
ACSMXP_17030.t01	CP195871	3839651	3840778	-	1128	1483	1544	1428	3570	2879	2877
ACSMXP_17035.t01	CP195871	3840852	3842135	-	1284	3496	3771	3214	9702	8524	7947
ACSMXP_17040.t01	CP195871	3842534	3843130	-	597	1591	1715	1520	2168	2262	2140
ACSMXP_17045.t01	CP195871	3843210	3844397	-	1188	1982	1757	1615	2692	2715	1899
ACSMXP_17050.t01	CP195871	3844628	3847501	+	2874	6907	8798	6890	11187	11589	8655
ACSMXP_17055.t01	CP195871	3847703	3848791	+	1089	2565	2162	2010	1614	1098	1234
ACSMXP_17060.t01	CP195871	3848822	3849703	-	882	981	986	935	948	1008	684
ACSMXP_17065.t01	CP195871	3849782	3850639	-	858	521	500	470	908	911	590
ACSMXP_17070.t01	CP195871	3850648	3851262	-	615	372	275	265	275	293	225
ACSMXP_17075.t01	CP195871	3851373	3851939	-	567	810	722	699	513	546	368
ACSMXP_17080.t01	CP195871	3852063	3854063	-	2001	2320	2413	2001	1560	1424	1081
ACSMXP_17085.t01	CP195871	3854217	3855200	+	984	2925	3503	2849	3052	2509	2060
ACSMXP_17090.t01	CP195871	3855200	3855739	+	540	855	883	817	1066	936	734
ACSMXP_17095.t01	CP195871	3855743	3856357	+	615	1178	1256	1041	1213	1076	939
ACSMXP_17100.t01	CP195871	3856376	3857044	+	669	1954	1831	1710	3592	3121	2430
ACSMXP_17105.t01	CP195871	3857041	3857817	+	777	1509	1413	1270	1999	1684	1402
ACSMXP_17110.t01	CP195871	3858008	3859513	+	1506	40562	62089	46899	48087	37009	38324
ACSMXP_17115.t01	CP195871	3859664	3860029	+	366	27109	32822	26126	28171	19425	21347
ACSMXP_17120.t01	CP195871	3860243	3860755	+	513	4814	4901	3935	2701	2463	1988
ACSMXP_17125.t01	CP195871	3860881	3861849	+	969	2646	2911	2617	3027	2289	2030
ACSMXP_17130.t01	CP195871	3861960	3862853	+	894	4495	5741	4498	4274	4098	3125
ACSMXP_17135.t01	CP195871	3862886	3863521	+	636	1177	1383	1189	1426	1250	880
ACSMXP_17140.t01	CP195871	3863603	3864718	-	1116	711	493	531	739	676	486
ACSMXP_17145.t01	CP195871	3864726	3865553	-	828	989	1182	1024	1783	1758	1451
ACSMXP_17150.t01	CP195871	3865642	3867504	+	1863	8293	10013	7957	9337	8814	6636
ACSMXP_17155.t01	CP195871	3867522	3868157	+	636	1026	1034	928	537	524	463
ACSMXP_17160.t01	CP195871	3868187	3869065	+	879	6481	7363	6049	5227	4326	4077
ACSMXP_17165.r01	CP195871	3869118	3869194	+	77	1103	1173	971	455	399	383
ACSMXP_17170.t01	CP195871	3869240	3870196	+	957	6921	6715	5819	3988	3718	3161
ACSMXP_17175.t01	CP195871	3870353	3870967	+	615	6180	6619	5861	4013	4181	3375
ACSMXP_17180.t01	CP195871	3871064	3871669	+	606	455	415	307	204	214	165
ACSMXP_17185.t01	CP195871	3871765	3872832	+	1068	1770	1704	1533	1597	1444	1065
ACSMXP_17190.t01	CP195871	3872979	3873251	-	273	818	768	714	1956	1695	1247
ACSMXP_17195.t01	CP195871	3873318	3873818	-	501	4037	4572	3973	12223	10594	8112
ACSMXP_17200.t01	CP195871	3873930	3874544	-	615	543	476	450	795	742	484
ACSMXP_17205.t01	CP195871	3874735	3875916	+	1182	1549	1482	1181	794	867	488
ACSMXP_17210.t01	CP195871	3875989	3876633	-	645	457	689	564	774	604	464
ACSMXP_17215.t01	CP195871	3876847	3877827	+	981	610	597	577	574	448	472
ACSMXP_17220.t01	CP195871	3878327	3879979	+	1653	1396	1373	1209	2437	2228	1698
ACSMXP_17225.t01	CP195871	3880144	3880530	-	387	1649	2373	1692	7702	6275	6215
ACSMXP_17230.t01	CP195871	3880570	3881139	-	570	1189	1510	1152	2433	2162	1838
ACSMXP_17235.t01	CP195871	3881517	3882452	+	936	6778	13879	8958	48544	45186	36176
ACSMXP_17240.t01	CP195871	3882839	3883108	+	270	1905	2504	2085	264	150	243
ACSMXP_17245.t01	CP195871	3883098	3884669	+	1572	7950	8724	7190	967	606	660
ACSMXP_17250.t01	CP195871	3884707	3885843	+	1137	4332	2932	3215	915	657	771
ACSMXP_17255.t01	CP195871	3885910	3886029	+	120	422	375	360	85	75	82
ACSMXP_17260.t01	CP195871	3886149	3887918	-	1770	745	790	599	6845	1674	5034
ACSMXP_17265.t01	CP195871	3888006	3890588	-	2583	1023	812	791	9578	2622	6254
ACSMXP_17270.t01	CP195871	3890605	3891612	-	1008	481	584	500	3771	1595	2390
ACSMXP_17275.t01	CP195871	3891605	3892708	-	1104	514	454	401	8014	3151	5224
ACSMXP_17280.t01	CP195871	3893217	3894131	-	915	275	260	204	384	293	294
ACSMXP_17285.t01	CP195871	3894134	3894769	-	636	439	399	382	1134	1190	863
ACSMXP_17290.t01	CP195871	3894918	3898160	-	3243	2720	2982	2519	2875	2467	2287
ACSMXP_17295.t01	CP195871	3898722	3900791	+	2070	880	1038	854	1546	1272	1285
ACSMXP_17300.t01	CP195871	3900805	3902271	-	1467	362	410	363	363	301	242
ACSMXP_17305.t01	CP195871	3902207	3902917	-	711	307	456	344	211	225	141
ACSMXP_17310.t01	CP195871	3903079	3903894	-	816	797	741	663	1947	1720	1186
ACSMXP_17315.t01	CP195871	3904144	3904434	+	291	247	273	230	750	709	524
ACSMXP_17320.t01	CP195871	3904451	3905065	-	615	616	551	513	453	514	247
ACSMXP_17325.t01	CP195871	3905074	3905976	-	903	2925	2776	2409	1628	1599	928
ACSMXP_17330.t01	CP195871	3905989	3907098	-	1110	2186	2266	1897	2125	1910	1387
ACSMXP_17335.t01	CP195871	3907136	3907795	-	660	2899	3223	2754	6453	6512	4057
ACSMXP_17340.t01	CP195871	3907831	3908559	-	729	898	719	754	2122	1342	1668
ACSMXP_17345.t01	CP195871	3908647	3908856	+	210	1050	1010	1078	3672	2422	2874
ACSMXP_17350.t01	CP195871	3908936	3909796	-	861	1493	1097	994	5846	3877	4486
ACSMXP_17355.t01	CP195871	3909893	3910081	-	189	265	189	206	843	534	597
ACSMXP_17360.t01	CP195871	3910111	3910695	-	585	744	574	590	2891	1878	2230
ACSMXP_17365.t01	CP195871	3910733	3910876	-	144	206	184	141	870	476	512
ACSMXP_17370.t01	CP195871	3910946	3912553	-	1608	4190	3614	3371	16105	11301	10974
ACSMXP_17375.t01	CP195871	3912609	3914210	-	1602	8864	8210	7138	24870	19907	17620
ACSMXP_17380.t01	CP195871	3914254	3914730	-	477	6715	8020	6730	25306	24212	20878
ACSMXP_17385.t01	CP195871	3914967	3915929	-	963	3702	4769	3740	10897	8624	9801
ACSMXP_17390.t01	CP195871	3916012	3916794	+	783	560	530	515	910	825	658
ACSMXP_17395.t01	CP195871	3916983	3917453	+	471	646	711	595	1615	1442	1298
ACSMXP_17400.t01	CP195871	3917500	3918021	-	522	615	699	579	1627	1288	980
ACSMXP_17405.t01	CP195871	3918261	3919259	-	999	794	719	684	731	700	518
ACSMXP_17410.t01	CP195871	3919288	3919770	-	483	4456	4612	4028	5692	5401	3915
ACSMXP_17415.t01	CP195871	3919892	3920152	-	261	7261	11730	8847	13710	15432	10210
ACSMXP_17420.t01	CP195871	3920149	3920571	-	423	2910	3729	2926	2420	2137	1849
ACSMXP_17425.t01	CP195871	3920707	3921453	+	747	5358	7639	5762	10097	9877	6863
ACSMXP_17430.t01	CP195871	3921875	3923437	+	1563	12966	14592	12291	19008	17159	13643
ACSMXP_17435.t01	CP195871	3923582	3924334	+	753	532	511	404	631	515	445
ACSMXP_17440.t01	CP195871	3924433	3926205	-	1773	6419	7626	6330	5727	4895	4086
ACSMXP_17445.t01	CP195871	3926412	3926681	-	270	906	837	890	659	515	470
ACSMXP_17450.t01	CP195871	3926763	3927233	-	471	10212	14680	11091	18153	16934	13059
ACSMXP_17455.t01	CP195871	3927408	3928364	-	957	3174	3621	3083	10860	9815	6814
ACSMXP_17460.t01	CP195871	3928427	3929716	-	1290	6401	6894	5861	19218	17901	13353
ACSMXP_17465.t01	CP195871	3930038	3931522	-	1485	38002	27660	28158	8873	2688	3445
ACSMXP_17470.t01	CP195871	3931559	3931897	-	339	19995	18810	17230	6908	1061	1694
ACSMXP_17475.t01	CP195871	3932246	3932503	+	258	4230	4900	4242	4305	3589	3769
ACSMXP_17480.t01	CP195871	3932632	3934383	+	1752	787	686	628	489	449	342
ACSMXP_17485.t01	CP195871	3934729	3935346	-	618	268	218	195	181	213	149
ACSMXP_17490.t01	CP195871	3935603	3936139	+	537	2867	2935	2549	2998	2436	2281
ACSMXP_17495.t01	CP195871	3936261	3937625	-	1365	1071	1104	995	1629	1692	1222
ACSMXP_17500.t01	CP195871	3937682	3939685	-	2004	1454	1482	1323	1650	1643	1280
ACSMXP_17505.t01	CP195871	3939725	3941011	-	1287	548	576	498	2497	3980	2002
ACSMXP_17510.t01	CP195871	3941180	3941368	+	189	109	147	99	158	246	147
ACSMXP_17515.t01	CP195871	3941451	3942575	-	1125	899	1042	903	923	803	580
ACSMXP_17520.t01	CP195871	3942592	3943800	-	1209	1033	1449	1135	1284	1161	746
ACSMXP_17525.t01	CP195871	3943851	3945989	-	2139	1376	1943	1532	739	748	394
ACSMXP_17530.t01	CP195871	3946140	3947045	+	906	326	314	280	354	251	225
ACSMXP_17535.t01	CP195871	3947348	3949324	+	1977	493	320	371	415	355	272
ACSMXP_17540.t01	CP195871	3949486	3949833	+	348	89	51	63	130	93	103
ACSMXP_17545.t01	CP195871	3949841	3950836	-	996	98	56	59	38	16	21
ACSMXP_17550.t01	CP195871	3950833	3951630	-	798	77	82	43	12	19	6
ACSMXP_17555.t01	CP195871	3951653	3952678	-	1026	221	167	148	87	72	51
ACSMXP_17560.t01	CP195871	3952677	3952934	+	258	63	39	58	41	38	25
ACSMXP_17565.t01	CP195871	3952995	3953987	-	993	5792	6860	5431	4423	4386	2963
ACSMXP_17570.t01	CP195871	3953980	3954732	-	753	3248	3463	3063	2503	2146	1540
ACSMXP_17575.t01	CP195871	3954797	3955126	-	330	389	648	505	4027	4104	2796
ACSMXP_17580.t01	CP195871	3955228	3956304	+	1077	478	482	378	732	557	569
ACSMXP_17585.t01	CP195871	3956338	3956649	-	312	910	1249	861	3047	2217	1826
ACSMXP_17590.t01	CP195871	3956711	3957625	-	915	2426	2953	2381	4053	4014	3060
ACSMXP_17595.t01	CP195871	3957722	3959026	-	1305	2377	2572	2273	6299	6560	4190
ACSMXP_17600.t01	CP195871	3959464	3960096	-	633	946	894	878	1261	1247	818
ACSMXP_17605.t01	CP195871	3960134	3960454	-	321	314	379	356	942	813	591
ACSMXP_17610.t01	CP195871	3960705	3961916	-	1212	291	266	246	270	247	171
ACSMXP_17615.t01	CP195871	3961957	3962586	-	630	398	450	374	606	575	375
ACSMXP_17620.t01	CP195871	3962750	3963697	-	948	1058	1163	1081	1535	1439	1085
ACSMXP_17625.t01	CP195871	3963713	3964576	-	864	838	915	743	983	903	674
ACSMXP_17630.t01	CP195871	3964633	3965820	-	1188	1367	1500	1327	950	1317	968
ACSMXP_17635.t01	CP195871	3966123	3968210	+	2088	443	349	372	475	300	312
ACSMXP_17640.t01	CP195871	3968225	3969097	+	873	103	71	80	58	46	29
ACSMXP_17645.t01	CP195871	3969380	3970294	+	915	600	587	603	576	571	405
ACSMXP_17650.t01	CP195871	3970291	3971097	+	807	465	496	438	408	398	339
